0	100.00%	100.00%
1	43.11%	73.07%
2	31.73%	39.00%
3	25.63%	14.42%
4	20.22%	8.15%
5	15.58%	5.26%
6	9.58%	2.48%
7	5.39%	0.98%
8	2.69%	0.40%
9	0.30%	0.14%
