0%	0%	0%
5%	35.02%	13.94%
10%	54.85%	27.94%
15%	67.32%	45.54%
20%	74.67%	50.81%
25%	80.71%	57.74%
30%	84.54%	61.39%
35%	87.53%	71.45%
40%	89.86%	76.37%
45%	92.02%	82.52%
50%	93.61%	86.34%
55%	94.88%	87.85%
60%	96.07%	90.17%
65%	96.96%	91.93%
70%	97.75%	93.32%
75%	98.46%	95.00%
80%	98.96%	97.06%
85%	99.40%	98.01%
90%	99.72%	98.57%
95%	99.93%	99.57%
100%	100.00%	100%
