5		1.0000	0.5400	0.6600	1.0000	1.0000	1.0000
6		1.0000	0.3440	0.5220	0.9520	1.0000	1.0000
7		1.0000	0.2690	0.4760	0.8680	1.0000	1.0000 
8		1.0000	0.1506	0.4016	0.7080	0.9976	1.0000
9		0.5746	0.1083	0.3770	0.4876	0.5001	0.5004
10		0.1744	0.0517	0.1110	0.0911	0.1003	0.1004
11		0.0940	0.0365	0.0587	0.0467	0.0505	0.0504
12		0.0125	0.0108	0.0136	0.0104	0.0104	0.0104
13		0.0070	0.0045	0.0073	0.0033	0.0053	0.0054
